49;2256,03;1561,59;694,44;215972,22;82403,73;34027,78
50;2251,03;1556,58;694,44;215277,78;83960,31;34722,22
51;2246,02;1551,58;694,44;214583,33;85511,89;35416,67
52;2241,02;1546,57;694,44;213888,89;87058,46;36111,11
53;2236,01;1541,57;694,44;213194,44;88600,03;36805,56
54;2231,01;1536,56;694,44;212500;90136,59;37500
55;2226;1531,56;694,44;211805,56;91668,14;38194,44
56;2221;1526,55;694,44;211111,11;93194,69;38888,89
57;2215,99;1521,55;694,44;210416,67;94716,24;39583,33
58;2210,99;1516,54;694,44;209722,22;96232,78;40277,78
59;2205,98;1511,54;694,44;209027,78;97744,32;40972,22
60;2200,98;1506,53;694,44;208333,33;99250,85;41666,67
61;2195,97;1501,53;694,44;207638,89;100752,37;42361,11
62;2190,97;1496,52;694,44;206944,44;102248,89;43055,56
63;2185,96;1491,52;694,44;206250;103740,41;43750
64;2180,95;1486,51;694,44;205555,56;105226,92;44444,44
65;2175,95;1481,51;694,44;204861,11;106708,43;45138,89
66;2170,94;1476,5;694,44;204166,67;108184,93;45833,33
67;2165,94;1471,5;694,44;203472,22;109656,42;46527,78
68;2160,93;1466,49;694,44;202777,78;111122,91;47222,22
69;2155,93;1461,49;694,44;202083,33;112584,4;47916,67
70;2150,92;1456,48;694,44;201388,89;114040,88;48611,11
71;2145,92;1451,47;694,44;200694,44;115492,35;49305,56
72;2140,91;1446,47;694,44;200000;116938,82;50000
73;2135,91;1441,46;694,44;199305,56;118380,29;50694,44
74;2130,9;1436,46;694,44;198611,11;119816,75;51388,89
75;2125,9;1431,45;694,44;197916,67;121248,2;52083,33
76;2120,89;1426,45;694,44;197222,22;122674,65;52777,78
77;2115,89;1421,44;694,44;196527,78;124096,09;53472,22
78;2110,88;1416,44;694,44;195833,33;125512,53;54166,67
79;2105,88;1411,43;694,44;195138,89;126923,97;54861,11
80;2100,87;1406,43;694,44;194444,44;128330,4;55555,56
81;2095,87;1401,42;694,44;193750;129731,82;56250
82;2090,86;1396,42;694,44;193055,56;131128,24;56944,44
83;2085,86;1391,41;694,44;192361,11;132519,65;57638,89
84;2080,85;1386,41;694,44;191666,67;133906,06;58333,33
85;2075,85;1381,4;694,44;190972,22;135287,46;59027,78
86;2070,84;1376,4;694,44;190277,78;136663,86;59722,22
87;2065,84;1371,39;694,44;189583,33;138035,26;60416,67
88;2060,83;1366,39;694,44;188888,89;139401,65;61111,11
89;2055,83;1361,38;694,44;188194,44;140763,03;61805,56
90;2050,82;1356,38;694,44;187500;142119,41;62500
91;2045,82;1351,37;694,44;186805,56;143470,78;63194,44
92;2040,81;1346,37;694,44;186111,11;144817,15;63888,89
93;2035,81;1341,36;694,44;185416,67;146158,51;64583,33
94;2030,8;1336,36;694,44;184722,22;147494,87;65277,78
95;2025,8;1331,35;694,44;184027,78;148826,22;65972,22
96;2020,79;1326,35;694,44;183333,33;150152,57;66666,67
97;2015,79;1321,34;694,44;182638,89;151473,91;67361,11
98;2010,78;1316,34;694,44;181944,44;152790,25;68055,56
99;2005,78;1311,33;694,44;181250;154101,58;68750
100;2000,77;1306,33;694,44;180555,56;155407,91;69444,44
101;1995,77;1301,32;694,44;179861,11;156709,23;70138,89
102;1990,76;1296,32;694,44;179166,67;158005,55;70833,33
103;1985,76;1291,31;694,44;178472,22;159296,86;71527,78
104;1980,75;1286,31;694,44;177777,78;160583,17;72222,22
105;1975,75;1281,3;694,44;177083,33;161864,47;72916,67
106;1970,74;1276,3;694,44;176388,89;163140,77;73611,11
107;1965,74;1271,29;694,44;175694,44;164412,06;74305,56
108;1960,73;1266,29;694,44;175000;165678,34;75000
109;1955,73;1261,28;694,44;174305,56;166939,63;75694,44
110;1950,72;1256,28;694,44;173611,11;168195,9;76388,89
111;1945,72;1251,27;694,44;172916,67;169447,17;77083,33
112;1940,71;1246,27;694,44;172222,22;170693,44;77777,78
113;1935,71;1241,26;694,44;171527,78;171934,7;78472,22
114;1930,7;1236,26;694,44;170833,33;173170,96;79166,67
115;1925,7;1231,25;694,44;170138,89;174402,21;79861,11
116;1920,69;1226,25;694,44;169444,44;175628,45;80555,56
117;1915,69;1221,24;694,44;168750;176849,7;81250
118;1910,68;1216,24;694,44;168055,56;178065,93;81944,44
119;1905,68;1211,23;694,44;167361,11;179277,16;82638,89
120;1900,67;1206,23;694,44;166666,67;180483,39;83333,33
121;1895,66;1201,22;694,44;165972,22;181684,61;84027,78
122;1890,66;1196,22;694,44;165277,78;182880,82;84722,22
123;1885,65;1191,21;694,44;164583,33;184072,03;85416,67
124;1880,65;1186,21;694,44;163888,89;185258,24;86111,11
125;1875,64;1181,2;694,44;163194,44;186439,44;86805,56
126;1870,64;1176,2;694,44;162500;187615,64;87500
127;1865,63;1171,19;694,44;161805,56;188786,83;88194,44
128;1860,63;1166,18;694,44;161111,11;189953,01;88888,89
129;1855,62;1161,18;694,44;160416,67;191114,19;89583,33
130;1850,62;1156,17;694,44;159722,22;192270,36;90277,78
131;1845,61;1151,17;694,44;159027,78;193421,53;90972,22
132;1840,61;1146,16;694,44;158333,33;194567,7;91666,67
133;1835,6;1141,16;694,44;157638,89;195708,86;92361,11
134;1830,6;1136,15;694,44;156944,44;196845,01;93055,56
135;1825,59;1131,15;694,44;156250;197976,16;93750
136;1820,59;1126,14;694,44;155555,56;199102,31;94444,44
137;1815,58;1121,14;694,44;154861,11;200223,45;95138,89
138;1810,58;1116,13;694,44;154166,67;201339,58;95833,33
139;1805,57;1111,13;694,44;153472,22;202450,71;96527,78
140;1800,57;1106,12;694,44;152777,78;203556,83;97222,22
141;1795,56;1101,12;694,44;152083,33;204657,95;97916,67
142;1790,56;1096,11;694,44;151388,89;205754,07;98611,11
143;1785,55;1091,11;694,44;150694,44;206845,17;99305,56
144;1780,55;1086,1;694,44;150000;207931,28;100000
145;1775,54;1081,1;694,44;149305,56;209012,38;100694,44
146;1770,54;1076,09;694,44;148611,11;210088,47;101388,89
147;1765,53;1071,09;694,44;147916,67;211159,56;102083,33
148;1760,53;1066,08;694,44;147222,22;212225,64;102777,78
149;1755,52;1061,08;694,44;146527,78;213286,72;103472,22
150;1750,52;1056,07;694,44;145833,33;214342,79;104166,67
151;1745,51;1051,07;694,44;145138,89;215393,86;104861,11
152;1740,51;1046,06;694,44;144444,44;216439,92;105555,56
153;1735,5;1041,06;694,44;143750;217480,98;106250
154;1730,5;1036,05;694,44;143055,56;218517,03;106944,44
155;1725,49;1031,05;694,44;142361,11;219548,08;107638,89
156;1720,49;1026,04;694,44;141666,67;220574,12;108333,33
157;1715,48;1021,04;694,44;140972,22;221595,16;109027,78
158;1710,48;1016,03;694,44;140277,78;222611,19;109722,22
159;1705,47;1011,03;694,44;139583,33;223622,22;110416,67
160;1700,47;1006,02;694,44;138888,89;224628,24;111111,11
161;1695,46;1001,02;694,44;138194,44;225629,26;111805,56
162;1690,46;996,01;694,44;137500;226625,27;112500
163;1685,45;991,01;694,44;136805,56;227616,28;113194,44
164;1680,45;986;694,44;136111,11;228602,28;113888,89
165;1675,44;981;694,44;135416,67;229583,28;114583,33
166;1670,44;975,99;694,44;134722,22;230559,27;115277,78
167;1665,43;970,99;694,44;134027,78;231530,26;115972,22
168;1660,43;965,98;694,44;133333,33;232496,24;116666,67
169;1655,42;960,98;694,44;132638,89;233457,21;117361,11
170;1650,42;955,97;694,44;131944,44;234413,19;118055,56
171;1645,41;950,97;694,44;131250;235364,15;118750
172;1640,41;945,96;694,44;130555,56;236310,11;119444,44
173;1635,4;940,96;694,44;129861,11;237251,07;120138,89
174;1630,4;935,95;694,44;129166,67;238187,02;120833,33
175;1625,39;930,95;694,44;128472,22;239117,97;121527,78
176;1620,39;925,94;694,44;127777,78;240043,91;122222,22
177;1615,38;920,94;694,44;127083,33;240964,84;122916,67
178;1610,38;915,93;694,44;126388,89;241880,77;123611,11
179;1605,37;910,93;694,44;125694,44;242791,7;124305,56
180;1600,36;905,92;694,44;125000;243697,62;125000
181;1595,36;900,92;694,44;124305,56;244598,54;125694,44
182;1590,35;895,91;694,44;123611,11;245494,45;126388,89
183;1585,35;890,91;694,44;122916,67;246385,35;127083,33
184;1580,34;885,9;694,44;122222,22;247271,25;127777,78
185;1575,34;880,9;694,44;121527,78;248152,15;128472,22
186;1570,33;875,89;694,44;120833,33;249028,04;129166,67
187;1565,33;870,88;694,44;120138,89;249898,92;129861,11
188;1560,32;865,88;694,44;119444,44;250764,8;130555,56
189;1555,32;860,87;694,44;118750;251625,68;131250
190;1550,31;855,87;694,44;118055,56;252481,54;131944,44
191;1545,31;850,86;694,44;117361,11;253332,41;132638,89
192;1540,3;845,86;694,44;116666,67;254178,27;133333,33
193;1535,3;840,85;694,44;115972,22;255019,12;134027,78
194;1530,29;835,85;694,44;115277,78;255854,97;134722,22
195;1525,29;830,84;694,44;114583,33;256685,82;135416,67
196;1520,28;825,84;694,44;113888,89;257511,66;136111,11
197;1515,28;820,83;694,44;113194,44;258332,49;136805,56
198;1510,27;815,83;694,44;112500;259148,32;137500
199;1505,27;810,82;694,44;111805,56;259959,14;138194,44
200;1500,26;805,82;694,44;111111,11;260764,96;138888,89
201;1495,26;800,81;694,44;110416,67;261565,78;139583,33
202;1490,25;795,81;694,44;109722,22;262361,58;140277,78
203;1485,25;790,8;694,44;109027,78;263152,39;140972,22
204;1480,24;785,8;694,44;108333,33;263938,19;141666,67
205;1475,24;780,79;694,44;107638,89;264718,98;142361,11
206;1470,23;775,79;694,44;106944,44;265494,77;143055,56
207;1465,23;770,78;694,44;106250;266265,55;143750
208;1460,22;765,78;694,44;105555,56;267031,33;144444,44
209;1455,22;760,77;694,44;104861,11;267792,1;145138,89
210;1450,21;755,77;694,44;104166,67;268547,87;145833,33
211;1445,21;750,76;694,44;103472,22;269298,63;146527,78
212;1440,2;745,76;694,44;102777,78;270044,39;147222,22
213;1435,2;740,75;694,44;102083,33;270785,14;147916,67
214;1430,19;735,75;694,44;101388,89;271520,89;148611,11
215;1425,19;730,74;694,44;100694,44;272251,63;149305,56
216;1420,18;725,74;694,44;100000;272977,37;150000
217;1415,18;720,73;694,44;99305,56;273698,1;150694,44
218;1410,17;715,73;694,44;98611,11;274413,83;151388,89
219;1405,17;710,72;694,44;97916,67;275124,55;152083,33
220;1400,16;705,72;694,44;97222,22;275830,27;152777,78
221;1395,16;700,71;694,44;96527,78;276530,98;153472,22
222;1390,15;695,71;694,44;95833,33;277226,69;154166,67
223;1385,15;690,7;694,44;95138,89;277917,39;154861,11
224;1380,14;685,7;694,44;94444,44;278603,09;155555,56
225;1375,14;680,69;694,44;93750;279283,78;156250
226;1370,13;675,69;694,44;93055,56;279959,47;156944,44
227;1365,13;670,68;694,44;92361,11;280630,15;157638,89
228;1360,12;665,68;694,44;91666,67;281295,82;158333,33
229;1355,12;660,67;694,44;90972,22;281956,49;159027,78
230;1350,11;655,67;694,44;90277,78;282612,16;159722,22
231;1345,11;650,66;694,44;89583,33;283262,82;160416,67
232;1340,1;645,66;694,44;88888,89;283908,48;161111,11
233;1335,1;640,65;694,44;88194,44;284549,13;161805,56
234;1330,09;635,65;694,44;87500;285184,77;162500
235;1325,09;630,64;694,44;86805,56;285815,42;163194,44
236;1320,08;625,64;694,44;86111,11;286441,05;163888,89
237;1315,08;620,63;694,44;85416,67;287061,68;164583,33
238;1310,07;615,63;694,44;84722,22;287677,31;165277,78
239;1305,06;610,62;694,44;84027,78;288287,93;165972,22
240;1300,06;605,62;694,44;83333,33;288893,54;166666,67
241;1295,05;600,61;694,44;82638,89;289494,15;167361,11
242;1290,05;595,61;694,44;81944,44;290089,76;168055,56
243;1285,04;590,6;694,44;81250;290680,36;168750
244;1280,04;585,6;694,44;80555,56;291265,95;169444,44
245;1275,03;580,59;694,44;79861,11;291846,54;170138,89
246;1270,03;575,58;694,44;79166,67;292422,13;170833,33
247;1265,02;570,58;694,44;78472,22;292992,71;171527,78
248;1260,02;565,57;694,44;77777,78;293558,28;172222,22
249;1255,01;560,57;694,44;77083,33;294118,85;172916,67
250;1250,01;555,56;694,44;76388,89;294674,42;173611,11
251;1245;550,56;694,44;75694,44;295224,98;174305,56
252;1240;545,55;694,44;75000;295770,53;175000
253;1234,99;540,55;694,44;74305,56;296311,08;175694,44
254;1229,99;535,54;694,44;73611,11;296846,62;176388,89
255;1224,98;530,54;694,44;72916,67;297377,16;177083,33
256;1219,98;525,53;694,44;72222,22;297902,7;177777,78
257;1214,97;520,53;694,44;71527,78;298423,23;178472,22
258;1209,97;515,52;694,44;70833,33;298938,75;179166,67
259;1204,96;510,52;694,44;70138,89;299449,27;179861,11
260;1199,96;505,51;694,44;69444,44;299954,78;180555,56
261;1194,95;500,51;694,44;68750;300455,29;181250
262;1189,95;495,5;694,44;68055,56;300950,79;181944,44
263;1184,94;490,5;694,44;67361,11;301441,29;182638,89
264;1179,94;485,49;694,44;66666,67;301926,79;183333,33
265;1174,93;480,49;694,44;65972,22;302407,27;184027,78
266;1169,93;475,48;694,44;65277,78;302882,76;184722,22
267;1164,92;470,48;694,44;64583,33;303353,24;185416,67
268;1159,92;465,47;694,44;63888,89;303818,71;186111,11
269;1154,91;460,47;694,44;63194,44;304279,18;186805,56
270;1149,91;455,46;694,44;62500;304734,64;187500
271;1144,9;450,46;694,44;61805,56;305185,1;188194,44
272;1139,9;445,45;694,44;61111,11;305630,55;188888,89
273;1134,89;440,45;694,44;60416,67;306071;189583,33
274;1129,89;435,44;694,44;59722,22;306506,44;190277,78
275;1124,88;430,44;694,44;59027,78;306936,88;190972,22
276;1119,88;425,43;694,44;58333,33;307362,31;191666,67
277;1114,87;420,43;694,44;57638,89;307782,74;192361,11
278;1109,87;415,42;694,44;56944,44;308198,16;193055,56
279;1104,86;410,42;694,44;56250;308608,58;193750
280;1099,86;405,41;694,44;55555,56;309013,99;194444,44
281;1094,85;400,41;694,44;54861,11;309414,39;195138,89
282;1089,85;395,4;694,44;54166,67;309809,8;195833,33
283;1084,84;390,4;694,44;53472,22;310200,19;196527,78
284;1079,84;385,39;694,44;52777,78;310585,58;197222,22
285;1074,83;380,39;694,44;52083,33;310965,97;197916,67
286;1069,83;375,38;694,44;51388,89;311341,35;198611,11
287;1064,82;370,38;694,44;50694,44;311711,73;199305,56
288;1059,82;365,37;694,44;50000;312077,1;200000
289;1054,81;360,37;694,44;49305,56;312437,47;200694,44
290;1049,81;355,36;694,44;48611,11;312792,83;201388,89
291;1044,8;350,36;694,44;47916,67;313143,18;202083,33
292;1039,8;345,35;694,44;47222,22;313488,53;202777,78
293;1034,79;340,35;694,44;46527,78;313828,88;203472,22
294;1029,79;335,34;694,44;45833,33;314164,22;204166,67
295;1024,78;330,34;694,44;45138,89;314494,56;204861,11
296;1019,78;325,33;694,44;44444,44;314819,89;205555,56
297;1014,77;320,33;694,44;43750;315140,21;206250
298;1009,76;315,32;694,44;43055,56;315455,53;206944,44
299;1004,76;310,32;694,44;42361,11;315765,85;207638,89
300;999,75;305,31;694,44;41666,67;316071,16;208333,33
301;994,75;300,31;694,44;40972,22;316371,46;209027,78
302;989,74;295,3;694,44;40277,78;316666,76;209722,22
303;984,74;290,29;694,44;39583,33;316957,06;210416,67
304;979,73;285,29;694,44;38888,89;317242,35;211111,11
305;974,73;280,28;694,44;38194,44;317522,63;211805,56
306;969,72;275,28;694,44;37500;317797,91;212500
307;964,72;270,27;694,44;36805,56;318068,19;213194,44
308;959,71;265,27;694,44;36111,11;318333,46;213888,89
309;954,71;260,26;694,44;35416,67;318593,72;214583,33
310;949,7;255,26;694,44;34722,22;318848,98;215277,78
311;944,7;250,25;694,44;34027,78;319099,23;215972,22
312;939,69;245,25;694,44;33333,33;319344,48;216666,67
313;934,69;240,24;694,44;32638,89;319584,73;217361,11
314;929,68;235,24;694,44;31944,44;319819,97;218055,56
315;924,68;230,23;694,44;31250;320050,2;218750
316;919,67;225,23;694,44;30555,56;320275,43;219444,44
317;914,67;220,22;694,44;29861,11;320495,65;220138,89
318;909,66;215,22;694,44;29166,67;320710,87;220833,33
319;904,66;210,21;694,44;28472,22;320921,09;221527,78
320;899,65;205,21;694,44;27777,78;321126,29;222222,22
321;894,65;200,2;694,44;27083,33;321326,5;222916,67
322;889,64;195,2;694,44;26388,89;321521,7;223611,11
323;884,64;190,19;694,44;25694,44;321711,89;224305,56
324;879,63;185,19;694,44;25000;321897,08;225000
325;874,63;180,18;694,44;24305,56;322077,26;225694,44
326;869,62;175,18;694,44;23611,11;322252,44;226388,89
327;864,62;170,17;694,44;22916,67;322422,61;227083,33
328;859,61;165,17;694,44;22222,22;322587,78;227777,78
329;854,61;160,16;694,44;21527,78;322747,94;228472,22
330;849,6;155,16;694,44;20833,33;322903,1;229166,67
331;844,6;150,15;694,44;20138,89;323053,25;229861,11
332;839,59;145,15;694,44;19444,44;323198,4;230555,56
333;834,59;140,14;694,44;18750;323338,54;231250
334;829,58;135,14;694,44;18055,56;323473,68;231944,44
335;824,58;130,13;694,44;17361,11;323603,81;232638,89
336;819,57;125,13;694,44;16666,67;323728,94;233333,33
337;814,57;120,12;694,44;15972,22;323849,06;234027,78
338;809,56;115,12;694,44;15277,78;323964,18;234722,22
339;804,56;110,11;694,44;14583,33;324074,29;235416,67
340;799,55;105,11;694,44;13888,89;324179,4;236111,11
341;794,55;100,1;694,44;13194,44;324279,5;236805,56
342;789,54;95,1;694,44;12500;324374,59;237500
343;784,54;90,09;694,44;11805,56;324464,69;238194,44
344;779,53;85,09;694,44;11111,11;324549,77;238888,89
345;774,53;80,08;694,44;10416,67;324629,85;239583,33
346;769,52;75,08;694,44;9722,22;324704,93;240277,78
347;764,52;70,07;694,44;9027,78;324775;240972,22
348;759,51;65,07;694,44;8333,33;324840,07;241666,67
349;754,51;60,06;694,44;7638,89;324900,13;242361,11
350;749,5;55,06;694,44;6944,44;324955,18;243055,56
351;744,5;50,05;694,44;6250;325005,24;243750
352;739,49;45,05;694,44;5555,56;325050,28;244444,44
353;734,49;40,04;694,44;4861,11;325090,32;245138,89
354;729,48;35,04;694,44;4166,67;325125,36;245833,33
355;724,47;30,03;694,44;3472,22;325155,39;246527,78
356;719,47;25,03;694,44;2777,78;325180,41;247222,22
357;714,46;20,02;694,44;2083,33;325200,43;247916,67
358;709,46;15,02;694,44;1388,89;325215,45;248611,11
359;704,45;10,01;694,44;694,44;325225,46;249305,56
360;699,45;5,01;694,44;0;325230,46;250000
361;0;325230,46;250000;0;0;0
